X;Y;Z
-30;-65;-42
43;-40;-7
1;-43;27
5;7;-29
-52;15;10
82;88;33
31;3;-29
-139;-14;-28
49;34;-32
8;-109;67
14;7;22
-46;53;-63
13;1;12
90;27;-16
24;-54;45
-71;110;-43
25;-24;14
-25;40;19
-93;-86;-131
89;-62;135
-7;41;3
31;-56;-98
-80;29;36
-70;39;79
230;97;-58
-118;-146;76
-54;-6;-139
20;-32;82
54;88;1
-62;29;-18
90;-44;35
-49;-22;-73
-46;27;-25
44;-2;113
13;-19;8
26;-6;-6
-100;34;-146
45;27;67
-1;-26;56
-47;141;-111
13;-198;12
32;-77;124
33;132;-10
43;35;-26
-11;-22;-8
-31;-94;7
-66;97;18
56;-115;-122
-25;72;156
57;35;-96
-52;-72;85
14;14;3
5;77;39
-27;-95;-105
40;74;-31
4;46;-44
-23;-107;132
47;9;-52
-91;80;-68
7;-60;-31
37;-16;42
59;57;110
35;10;-51
-74;-19;38
-128;-68;-124
84;-18;14
17;10;146
19;11;-60
16;-1;-53
1;33;85
-30;-41;-52
-10;101;-36
10;-13;21
-43;-88;4
50;127;-11
-67;-88;-7
64;27;-37
-10;-21;78
-133;-66;-76
89;30;193
33;107;-85
82;-76;-69
-40;66;100
-57;-78;-53
28;44;-7
20;-36;-88
-50;-78;89
44;40;87
-42;3;-93
72;1;16
-234;-33;13
255;79;-97
-52;-60;51
49;92;-23
-47;-37;-18
13;-85;-11
-102;13;88
82;36;-33
-12;7;37
-37;28;-190
-2;-105;234
34;140;-138
0;-57;26
4;4;47
-48;75;-4
91;-40;10
-64;-1;-49
18;42;-15
-101;-26;8
120;-113;35
-30;-8;64
14;123;-37
-56;-102;-51
39;127;5
42;21;-80
-49;-42;-66
-64;-30;198
76;80;-140
-36;-59;71
33;0;0
-13;86;-36
-4;57;75
80;-132;2
-135;-113;-32
39;68;38
81;65;-63
-75;-7;48
-35;-109;-82
58;5;93
-57;73;63
-30;-27;-113
107;-109;1
-4;160;2
-54;-43;47
31;-48;-32
23;56;-51
-13;-18;110
-45;101;-31
-5;-112;-80
-31;2;14
116;63;46
-96;-66;-77
6;-35;5
90;73;89
28;1;-12
-129;-133;-19
84;24;45
-92;77;-74
86;-80;15
32;116;-24
-77;-2;-89
-36;-32;102
5;33;-29
13;-58;-41
-11;179;77
-53;-259;-53
176;125;77
-78;-15;33
57;-42;44
-75;25;-197
8;10;148
51;-40;21
0;-20;-81
-85;32;-14
-2;32;29
96;4;88
-67;-127;-101
107;189;94
-158;-60;-122
215;-42;205
-192;-12;-116
96;4;1
-72;39;-148
19;-78;86
-12;22;-3
2;6;36
105;49;54
-24;-95;1
-95;117;-106
-35;-17;-182
79;128;1
71;-188;4
-66;153;18
-22;-147;8
16;79;-10
64;109;91
59;-126;-151
-14;138;12
-130;-179;92
75;14;140
-41;10;-182
-91;-88;-63
58;77;160
57;113;-84
-88;-101;-41
21;-30;1
-64;35;-97
44;132;40
39;-111;224
-49;-31;-228
92;-17;136
-81;-84;88
44;206;-144
45;-59;-17
-64;44;30
13;67;-89
-89;-229;29
110;141;131
97;11;77
-241;-17;-274
125;52;107
68;-119;-62
-135;100;-41
-72;139;269
136;-202;-150
-75;-26;-60
154;90;27
4;-39;135
-137;-91;-86
89;50;-22
19;91;-25
-143;-92;-36
169;66;11
-51;-129;11
-13;-24;109
44;115;41
-116;-22;-72
-34;-31;-39
37;-27;41
36;41;73
33;-69;-65
-19;29;-72
-74;-3;56
18;94;-33
84;-38;65
-97;10;-169
150;116;134
-83;-122;-46
-102;-92;116
37;129;-67
37;-9;51
-61;-110;38
143;64;-166
-94;109;-1
56;-81;-68
-24;29;174
-41;-116;-5
58;50;2
-40;33;-116
-34;-43;52
101;49;162
-144;-128;-6
178;150;-185
-118;-87;5
38;64;-59
-7;-106;71
148;133;40
-160;-29;-221
154;20;243
-79;-78;-92
-87;45;66
-21;-79;5
127;102;-3
-132;-60;-16
70;2;67
58;40;47
-129;-81;-90
24;76;-6
19;-84;2
41;27;96
-68;51;-59
-20;12;-246
85;36;194
-22;-55;-166
8;80;137
-25;-104;-35
110;33;62
-126;-59;-10
49;39;41
-31;-31;11
9;29;-58
17;-11;179
13;6;-368
22;75;186
-218;-135;-36
235;102;-41
-123;80;468
115;-169;-541
-112;77;42
65;-7;129
23;10;60
-108;-57;-73
21;-22;42
72;27;-130
37;-4;190
-135;96;-132
108;-128;87
-145;23;-52
98;57;5
-65;11;-109
-41;-44;82
-37;-121;51
211;40;82
-56;138;-109
-43;-76;-100
22;32;141
60;98;-65
-173;-242;-38
-10;109;23
169;10;98
-70;-39;-106
59;44;42
-20;62;23
-138;-40;-62
153;-31;-51
-44;125;24
30;-66;46
-121;-122;5
44;108;36
66;-99;-56
-41;70;-67
43;23;122
-1;-120;78
-44;-28;-80
48;271;-86
138;-106;47
-148;-37;-11
-12;1;-78
25;70;67
-89;-45;-102
-23;-8;104
20;-31;155
79;4;53
-63;-68;-197
65;157;-138
-26;-100;176
33;37;111
-104;-71;-287
40;74;184
199;73;-83
-129;-158;146
-74;-19;2
-42;43;22
75;85;-219
10;-65;172
-48;-3;-57
51;-47;-190
42;153;57
-32;-67;-8
-65;-87;195
171;33;-87
-132;77;94
14;20;-157
58;-82;13
-113;86;23
67;-125;119
-45;78;-72
35;-50;-19
67;82;-16
-101;-42;-31
38;73;15
-20;-94;109
-59;-1;-40
20;-10;-75
10;-88;118
52;121;-133
94;53;-72
-113;-182;173
108;132;-54
26;-111;-28
-164;140;4
-4;-22;-43
42;-43;9
25;82;65
-7;-86;73
-16;12;-19
22;22;-79
-46;46;-89
88;-11;-83
-124;-181;253
62;122;-7
-101;-109;-94
-36;30;174
57;-28;-86
56;209;145
34;-165;-172
40;78;52
-178;-18;-205
51;-53;127
-2;-1;38
44;80;-117
25;-1;-99
-17;-8;159
98;-25;17
-29;4;-81
-28;48;145
30;-95;-10
-104;79;-129
89;41;149
-131;-44;-197
96;27;68
76;35;-39
47;-28;82
-73;-139;-71
49;133;86
-226;-85;-115
112;-5;190
50;-7;22
-178;-1;-68
201;116;-46
-59;-119;69
35;-14;-83
-62;49;-29
-28;81;92
-66;-218;26
177;124;-3
-104;41;-130
56;-38;65
55;35;121
-90;-128;-178
107;96;89
-94;-97;-100
-6;149;165
-129;-169;-90
83;257;-97
40;-128;-42
-35;-105;188
64;277;-65
-94;-230;-96
58;34;146
35;19;19
-64;-1;-15
89;-42;-76
78;68;91
-152;-58;-120
